  resultados de mdend2Qu com arquivo plex_m2_11.dat            
    8     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    9     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    9     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   10     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   11     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   12     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   13     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   14     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   15     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   16     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   17     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   18     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
   19     0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.350E+01    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.360E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
