  resultados de mdend2Qu com arquivo plex_m2_11.dat            
    0     0.435E+02    0.435E+02    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00
    1     0.435E+02    0.435E+02    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.000E+00
    1     0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    2     0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.370E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    2     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    3     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    4     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    5     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    6     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
    7     0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.330E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.695E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.770E+02    0.810E+02    0.825E+02    0.825E+02    0.840E+02    0.850E+02    0.860E+02
