  resultados de mdend2Qu com arquivo plex_m2_11.dat            
  itera           1  link elim          17          36          23          42
  itera           2  link elim         110         129         110         129
  itera           3  link elim           4          54           4          70
  itera           4  link elim           4          41           4          57
  itera           5  link elim           4          57           4          73
  itera           6  link elim          88         151          88         151
  itera           7  link elim          90         151          90         151
  itera           8  link elim          90         141          90         141
  itera           9  link elim          90         138          90         138
  itera          10  link elim          23          61          37          77
  itera          11  link elim          28          45          42          61
  itera          12  link elim          28          61          42          77
  itera          13  link elim          27          61          41          77
  itera          14  link elim          27          40          41          56
  itera          15  link elim          21          58          35          74
  itera          16  link elim          32          58          46          74
  itera          17  link elim          32          37          46          52
  itera          18  link elim          23          37          37          52
  itera          19  link elim          28          62          42          78
  itera          20  link elim          27          62          41          78
  itera          21  link elim          28          65          42          84
  itera          22  link elim          28          58          42          74
  itera          23  link elim          27          58          41          74
  itera          24  link elim          48          61          64          77
  itera          25  link elim          28          59          42          75
  itera          26  link elim          28          55          42          71
  itera          27  link elim          28          52          42          68
  itera          28  link elim          28          37          42          52
  itera          29  link elim          28          50          42          66
  itera          30  link elim          28          54          42          70
  itera          31  link elim          27          52          41          68
  itera          32  link elim          27          37          41          52
  itera          33  link elim          27          50          41          66
  itera          34  link elim          27          54          41          70
  itera          35  link elim          18          55          32          71
  itera          36  link elim          18          54          32          70
  itera          37  link elim          48          55          64          71
  itera          38  link elim          37          48          52          64
  itera          39  link elim          48          59          64          75
  itera          40  link elim         135         147         135         147
  itera          41  link elim         135         146         135         146
  itera          42  link elim         125         150         125         150
  itera          43  link elim         108         109         108         109
  itera          44  link elim           7          14          13          20
  itera          45  link elim          10          12          16          18
  itera          46  link elim          16          18          22          53
  itera          47  link elim          15          33          21          74
  itera          48  link elim          15          37          21          78
  itera          49  link elim          15          18          21          53
  itera          50  link elim         149         150         149         150
  itera          51  link elim         148         150         148         150
  itera          52  link elim         105         107         105         107
  itera          53  link elim         127         145         127         145
  itera          54  link elim          10          14          16          20
  itera          55  link elim           8          14          14          20
  itera          56  link elim          12          13          18          19
  itera          57  link elim           9          14          15          20
  itera          58  link elim          13          14          19          20
  itera          59  link elim          99         100          99         100
  itera          60  link elim         103         104         103         104
  itera          61  link elim         103         106         103         106
  itera          62  link elim          52          55          42          45
  itera          63  link elim           8          12          14          19
  itera          64  link elim          10          12          16          19
  itera          65  link elim           9          12          15          19
  itera          66  link elim          95          98          95          98
  itera          67  link elim          47          58          37          48
  itera          68  link elim         104         116         104         116
  itera          69  link elim         103         104         103         104
  itera          70  link elim         104         117         104         117
  itera          71  link elim         104         114         104         114
  itera          72  link elim         104         108         104         108
  itera          73  link elim         102         104         102         104
  itera          74  link elim         110         118         110         118
  itera          75  link elim         102         115         102         115
  itera          76  link elim         102         118         102         118
  itera          77  link elim         102         103         102         103
  itera          78  link elim         102         116         102         116
  itera          79  link elim         102         114         102         114
  itera          80  link elim          56          58          46          48
  itera          81  link elim          58          60          48          50
  itera          82  link elim          54          58          44          48
  itera          83  link elim          58          59          48          49
  itera          84  link elim          57          58          47          48
  itera          85  link elim         144         145         144         145
  itera          86  link elim          11          28          17          77
  itera          87  link elim          11          14          17          56
  itera          88  link elim           8          11          14          17
  itera          89  link elim          10          11          16          17
  itera          90  link elim           9          11          15          17
  itera          91  link elim          96          97          96          97
  itera          92  link elim          95          97          95          97
  itera          93  link elim          55          56          45          46
  itera          94  link elim          78          80          12          80
  itera          95  link elim          54          55          44          45
  itera          96  link elim          55          58          45          49
  itera          97  link elim          55          57          45          47
  itera          98  link elim         141         142         141         142
  itera          99  link elim         140         141         140         141
  itera         100  link elim         164         165         164         165
  itera         101  link elim          46          52          36          42
  itera         102  link elim          45          46          35          36
  itera         103  link elim          52          56          42          47
  itera         104  link elim          51          56          41          47
  itera         105  link elim          47          56          37          47
  itera         106  link elim          55          56          46          47
  itera         107  link elim          56          58          47          50
  itera         108  link elim          54          56          44          47
  itera         109  link elim          53          56          43          47
  itera         110  link elim          56          57          47          49
  itera         111  link elim          95         100          95         100
  itera         112  link elim          95         109          95         109
  itera         113  link elim           9          27          15          77
  itera         114  link elim           9          13          15          56
  itera         115  link elim           9          14          15          57
  itera         116  link elim           9          23          15          73
  itera         117  link elim           8           9          14          15
  itera         118  link elim           9          10          15          16
  itera         119  link elim          70          73          27          30
  itera         120  link elim          66          73          23          30
  itera         121  link elim          52          58          42          63
  itera         122  link elim          51          58          41          63
  itera         123  link elim          45          58          35          63
  itera         124  link elim          47          58          37          63
  itera         125  link elim          42          58          32          63
  itera         126  link elim          55          58          46          63
  itera         127  link elim          58          59          63          64
  itera         128  link elim         144         145         144         145
  itera         129  link elim          52          58          42          64
  itera         130  link elim          51          58          41          64
  itera         131  link elim          45          58          35          64
  itera         132  link elim          47          58          37          64
  itera         133  link elim          42          58          32          64
  itera         134  link elim          55          58          46          64
  itera         135  link elim          21          26          72          77
  itera         136  link elim          21          23          72          74
  itera         137  link elim          12          21          56          72
  itera         138  link elim          13          21          57          72
  itera         139  link elim          21          28          72          83
  itera         140  link elim          21          27          72          78
  itera         141  link elim          14          21          61          72
  itera         142  link elim          21          25          72          76
  itera         143  link elim          95         114          95         114
  itera         144  link elim          95         109          95         109
  itera         145  link elim          95         105          95         105
  itera         146  link elim          52          56          42          49
  itera         147  link elim          42          56          32          49
  itera         148  link elim          51          56          41          49
  itera         149  link elim          47          56          37          49
  itera         150  link elim          56          57          49          50
  itera         151  link elim          55          56          46          49
  itera         152  link elim          54          56          44          49
  itera         153  link elim          53          56          43          49
  itera         154  link elim         142         143         142         143
  itera         155  link elim         139         142         139         142
  itera         156  link elim          52          53          42          43
  itera         157  link elim          51          53          41          43
  itera         158  link elim          49          53          39          43
  itera         159  link elim          53          57          43          81
  itera         160  link elim          53          56          43          50
  itera         161  link elim          53          55          43          46
  itera         162  link elim          53          54          43          44
  itera         163  link elim         139         142         139         142
  itera         164  link elim         139         141         139         141
  itera         165  link elim         139         140         139         140
  itera         166  link elim           9          25          16          77
  itera         167  link elim           9          22          16          74
  itera         168  link elim           9          17          16          68
  itera         169  link elim           9          13          16          57
  itera         170  link elim           9          12          16          56
  itera         171  link elim           9          27          16          83
  itera         172  link elim           9          26          16          78
  itera         173  link elim           9          10          16          52
  itera         174  link elim           8           9          14          16
  itera         175  link elim           8          19          14          71
  itera         176  link elim           8          24          14          77
  itera         177  link elim           8          21          14          74
  itera         178  link elim           8          12          14          57
  itera         179  link elim           8          11          14          56
  itera         180  link elim           8          14          14          66
  itera         181  link elim           8          26          14          83
  itera         182  link elim           8           9          14          52
  itera         183  link elim           8          18          14          70
  itera         184  link elim           8          20          14          73
  itera         185  link elim          52          53          42          44
  itera         186  link elim          45          53          35          44
  itera         187  link elim          49          53          39          44
  itera         188  link elim          44          53          34          44
  itera         189  link elim          51          53          41          44
  itera         190  link elim          47          53          37          44
  itera         191  link elim          53          55          44          50
  itera         192  link elim          53          54          44          46
  itera         193  link elim         139         140         139         140
  itera         194  link elim          10          24          53          77
  itera         195  link elim          10          19          53          71
  itera         196  link elim          10          16          53          68
  itera         197  link elim          10          21          53          74
  itera         198  link elim          10          26          53          83
  itera         199  link elim          10          12          53          57
  itera         200  link elim          10          11          53          56
  itera         201  link elim          10          13          53          61
  itera         202  link elim          10          14          53          66
  itera         203  link elim           9          10          52          53
  itera         204  link elim          10          23          53          76
  itera         205  link elim           3           4           3           4
  itera         206  link elim           2           3           2           3
  itera         207  link elim          88          89          88          89
  itera         208  link elim          42          53          32          46
  itera         209  link elim          42          54          32          50
  itera         210  link elim          45          53          35          46
  itera         211  link elim          52          53          42          46
  itera         212  link elim          51          53          41          46
  itera         213  link elim          44          53          34          46
  itera         214  link elim          49          53          39          46
  itera         215  link elim          47          53          37          46
  itera         216  link elim          53          55          46          81
  itera         217  link elim          53          54          46          50
  itera         218  link elim         139         140         139         140
  itera         219  link elim          51          53          41          50
  itera         220  link elim          44          53          34          50
  itera         221  link elim          52          53          42          50
  itera         222  link elim          45          53          35          50
  itera         223  link elim          49          53          39          50
  itera         224  link elim          47          53          37          50
  itera         225  link elim          53          54          50          81
  itera         226  link elim          48          53          38          50
  itera         227  link elim         105         112         105         112
  itera         228  link elim         102         106         102         106
  itera         229  link elim          98         102          98         102
  itera         230  link elim         102         112         102         112
  itera         231  link elim         102         104         102         104
  itera         232  link elim         100         102         100         102
  itera         233  link elim         101         102         101         102
  itera         234  link elim          16          23          69          77
  itera         235  link elim          16          18          69          71
  itera         236  link elim          11          16          57          69
  itera         237  link elim          10          16          56          69
  itera         238  link elim          15          16          68          69
  itera         239  link elim          14          16          67          69
  itera         240  link elim          13          16          66          69
  itera         241  link elim          16          26          69          84
  itera         242  link elim         104         110         104         110
  itera         243  link elim         104         108         104         108
  itera         244  link elim         104         109         104         109
  itera         245  link elim         104         106         104         106
  itera         246  link elim           9          25          52          84
  itera         247  link elim          13          25          66          84
  itera         248  link elim          13          18          66          73
  itera         249  link elim          13          19          66          74
  itera         250  link elim          13          17          66          71
  itera         251  link elim          13          22          66          77
  itera         252  link elim          13          15          66          68
  itera         253  link elim          13          24          66          83
  itera         254  link elim          13          14          66          67
  itera         255  link elim          10          13          56          66
  itera         256  link elim          11          13          57          66
  itera         257  link elim          12          13          61          66
  itera         258  link elim           9          13          52          66
  itera         259  link elim          13          21          66          76
  itera         260  link elim           9          18          52          74
  itera         261  link elim           9          16          52          71
  itera         262  link elim           9          21          52          77
  itera         263  link elim           9          14          52          68
  itera         264  link elim           9          15          52          70
  itera         265  link elim           9          23          52          83
  itera         266  link elim           9          13          52          67
  itera         267  link elim           9          11          52          57
  itera         268  link elim           9          10          52          56
  itera         269  link elim           9          12          52          61
  itera         270  link elim           9          20          52          76
  itera         271  link elim          96         110          96         110
  itera         272  link elim          96         104          96         104
  itera         273  link elim          96          98          96          98
  itera         274  link elim          96         109          96         109
  itera         275  link elim          96          97          96          97
  itera         276  link elim          97         110          97         110
  itera         277  link elim          97         104          97         104
  itera         278  link elim          97          98          97          98
  itera         279  link elim          97         109          97         109
  itera         280  link elim          17          24          73          84
  itera         281  link elim          17          22          73          78
  itera         282  link elim          17          18          73          74
  itera         283  link elim          17          21          73          77
  itera         284  link elim          16          17          71          73
  itera         285  link elim          14          17          68          73
  itera         286  link elim          13          17          67          73
  itera         287  link elim          17          23          73          83
  itera         288  link elim          15          17          70          73
  itera         289  link elim          17          19          73          75
  itera         290  link elim          10          17          56          73
  itera         291  link elim          11          17          57          73
  itera         292  link elim          11          19          57          76
  itera         293  link elim          10          19          56          76
  itera         294  link elim          10          21          56          78
  itera         295  link elim          10          17          56          74
  itera         296  link elim          10          16          56          71
  itera         297  link elim          10          20          56          77
  itera         298  link elim          10          14          56          68
  itera         299  link elim          10          13          56          67
  itera         300  link elim          10          12          56          61
  itera         301  link elim          10          22          56          83
  itera         302  link elim          10          15          56          70
  itera         303  link elim          10          11          56          57
  itera         304  link elim          10          18          56          75
  itera         305  link elim          11          21          57          78
  itera         306  link elim          11          17          57          74
  itera         307  link elim          11          16          57          71
  itera         308  link elim          11          20          57          77
  itera         309  link elim          11          14          57          68
  itera         310  link elim          11          13          57          67
  itera         311  link elim          11          12          57          61
  itera         312  link elim          11          22          57          83
  itera         313  link elim          11          15          57          70
  itera         314  link elim          11          18          57          75
  itera         315  link elim         152         154         152         154
  itera         316  link elim         153         154         153         154
  itera         317  link elim         154         158         154         158
  itera         318  link elim         154         155         154         155
  itera         319  link elim         154         156         154         156
  itera         320  link elim         154         157         154         157
  itera         321  link elim         127         134         127         134
  itera         322  link elim         134         136         134         136
  itera         323  link elim         128         134         128         134
  itera         324  link elim         130         134         130         134
  itera         325  link elim         134         137         134         137
  itera         326  link elim         134         138         134         138
  itera         327  link elim         131         134         131         134
  itera         328  link elim         134         135         134         135
  itera         329  link elim         134         139         134         139
  itera         330  link elim          48          52          38          42
  itera         331  link elim          45          48          35          38
  itera         332  link elim          48          49          38          39
  itera         333  link elim          47          48          37          38
  itera         334  link elim          48          53          38          81
  itera         335  link elim          74          76           7           9
  itera         336  link elim          74          77           7          10
  itera         337  link elim          74          75           7           8
  itera         338  link elim          74          78           7          80
  itera         339  link elim         128         135         128         135
  itera         340  link elim         135         136         135         136
  itera         341  link elim         135         137         135         137
  itera         342  link elim         129         135         129         135
  itera         343  link elim         130         135         130         135
  itera         344  link elim         131         135         131         135
  itera         345  link elim         134         135         134         135
  itera         346  link elim         133         135         133         135
  itera         347  link elim         135         138         135         138
  itera         348  link elim         127         135         127         135
  itera         349  link elim         132         135         132         135
  itera         350  link elim         129         132         129         132
  itera         351  link elim         132         134         132         134
  itera         352  link elim         131         132         131         132
  itera         353  link elim         132         136         132         136
  itera         354  link elim         132         135         132         135
  itera         355  link elim         130         132         130         132
  itera         356  link elim         128         132         128         132
