  resultados de mdend2Qu com arquivo plex_m2_11.dat            
  itera         357  link elim         132         133         132         133
  itera         358  link elim         132         137         132         137
  itera         359  link elim         127         132         127         132
  itera         360  link elim          82          83          51          82
  itera         361  link elim           1           5           1           6
  itera         362  link elim           1           3           1           4
  itera         363  link elim           1           4           1           5
  itera         364  link elim           1           2           1           2
  itera         365  link elim          64          65          55          65
  itera         366  link elim         127         134         127         134
  itera         367  link elim         127         130         127         130
  itera         368  link elim         127         133         127         133
  itera         369  link elim         127         131         127         131
  itera         370  link elim         127         129         127         129
  itera         371  link elim         127         135         127         135
  itera         372  link elim         127         128         127         128
  itera         373  link elim         127         132         127         132
  itera         374  link elim         127         136         127         136
  itera         375  link elim          75          78           8          80
  itera         376  link elim          76          78           9          80
  itera         377  link elim          77          78          10          80
  itera         378  link elim          36          37          18          20
  itera         379  link elim         105         109         105         109
  itera         380  link elim         104         105         104         105
  itera         381  link elim         105         108         105         108
  itera         382  link elim         105         106         105         106
  itera         383  link elim         103         105         103         105
  itera         384  link elim         102         105         102         105
  itera         385  link elim         105         107         105         107
  itera         386  link elim          98         105          98         105
  itera         387  link elim          19          20          76          77
  itera         388  link elim          17          19          74          76
  itera         389  link elim          16          19          71          76
  itera         390  link elim          19          21          76          78
  itera         391  link elim          12          19          61          76
  itera         392  link elim          13          19          67          76
  itera         393  link elim         107         108         107         108
  itera         394  link elim          98         108          98         108
  itera         395  link elim          98         104          98         104
  itera         396  link elim          14          18          68          75
  itera         397  link elim          18          21          75          83
  itera         398  link elim         104         106         104         106
  itera         399  link elim          17          18          74          75
  itera         400  link elim          18          19          75          77
  itera         401  link elim          16          18          71          75
  itera         402  link elim          15          18          70          75
  itera         403  link elim         104         105         104         105
  itera         404  link elim         103         104         103         104
  itera         405  link elim         102         104         102         104
  itera         406  link elim         101         104         101         104
  itera         407  link elim          99         104          99         104
  itera         408  link elim         104         108         104         108
  itera         409  link elim         101         107         101         107
  itera         410  link elim          99         101          99         101
  itera         411  link elim          15          19          70          78
  itera         412  link elim         101         102         101         102
  itera         413  link elim          15          16          70          71
  itera         414  link elim         101         103         101         103
  itera         415  link elim         101         104         101         104
  itera         416  link elim         100         101         100         101
  itera         417  link elim         101         106         101         106
  itera         418  link elim          15          17          70          74
  itera         419  link elim          15          18          70          77
  itera         420  link elim          14          15          68          70
  itera         421  link elim          12          15          61          70
  itera         422  link elim          15          20          70          83
  itera         423  link elim         102         105         102         105
  itera         424  link elim         103         105         103         105
  itera         425  link elim         104         105         104         105
  itera         426  link elim          98         105          98         105
  itera         427  link elim          14          19          68          83
  itera         428  link elim          16          19          74          83
  itera         429  link elim          15          19          71          83
  itera         430  link elim          17          19          77          83
  itera         431  link elim          18          19          78          83
  itera         432  link elim          13          19          67          83
  itera         433  link elim          12          19          61          83
  itera         434  link elim         152         157         152         157
  itera         435  link elim         152         153         152         153
  itera         436  link elim          66          71          23          29
  itera         437  link elim          66          68          23          26
  itera         438  link elim          66          70          23          28
  itera         439  link elim          66          67          23          24
  itera         440  link elim          66          69          23          27
  itera         441  link elim          12          14          61          68
  itera         442  link elim          12          13          61          67
  itera         443  link elim          14          18          68          78
  itera         444  link elim          12          16          61          74
  itera         445  link elim          98         102          98         102
  itera         446  link elim          12          15          61          71
  itera         447  link elim          12          17          61          77
  itera         448  link elim          12          18          61          78
  itera         449  link elim          98         103          98         103
  itera         450  link elim          98         101          98         101
  itera         451  link elim          98         104          98         104
  itera         452  link elim         162         163         162         163
  itera         453  link elim          76          77           9          10
  itera         454  link elim          75          77           8          10
  itera         455  link elim         128         132         128         132
  itera         456  link elim         129         132         129         132
  itera         457  link elim         128         136         128         136
  itera         458  link elim         128         133         128         133
  itera         459  link elim         129         136         129         136
  itera         460  link elim         134         136         134         136
  itera         461  link elim         130         136         130         136
  itera         462  link elim          44          50          34          81
  itera         463  link elim          49          50          42          81
  itera         464  link elim         135         136         135         136
  itera         465  link elim         131         136         131         136
  itera         466  link elim          45          50          35          81
  itera         467  link elim          47          50          39          81
  itera         468  link elim          46          50          37          81
  itera         469  link elim         133         136         133         136
  itera         470  link elim         132         136         132         136
  itera         471  link elim           2           5           2           6
  itera         472  link elim           4           5           5           6
  itera         473  link elim           3           5           4           6
  itera         474  link elim          89          91          89          91
  itera         475  link elim          90          91          90          91
  itera         476  link elim          99         105          99         105
  itera         477  link elim          46          49          37          42
  itera         478  link elim         132         135         132         135
  itera         479  link elim         130         132         130         132
  itera         480  link elim          44          46          34          37
  itera         481  link elim          45          46          35          37
  itera         482  link elim          46          48          37          41
  itera         483  link elim          46          47          37          39
  itera         484  link elim         132         134         132         134
  itera         485  link elim         131         132         131         132
  itera         486  link elim         132         133         132         133
  itera         487  link elim         104         105         104         105
  itera         488  link elim          18          19          78          84
  itera         489  link elim         103         105         103         105
  itera         490  link elim          17          19          77          84
  itera         491  link elim          15          19          71          84
  itera         492  link elim          16          19          74          84
  itera         493  link elim          14          19          68          84
  itera         494  link elim         101         105         101         105
  itera         495  link elim         102         105         102         105
  itera         496  link elim         100         105         100         105
  itera         497  link elim         100         101         100         101
  itera         498  link elim          14          15          68          71
  itera         499  link elim          14          16          68          74
  itera         500  link elim         100         102         100         102
  itera         501  link elim          13          14          67          68
  itera         502  link elim          14          17          68          77
  itera         503  link elim         100         103         100         103
  itera         504  link elim          99         100          99         100
  itera         505  link elim         130         132         130         132
  itera         506  link elim          44          46          34          39
  itera         507  link elim         132         134         132         134
  itera         508  link elim          46          48          39          42
  itera         509  link elim         132         133         132         133
  itera         510  link elim          46          47          39          41
  itera         511  link elim          45          46          35          39
  itera         512  link elim          43          46          33          39
  itera         513  link elim         131         132         131         132
  itera         514  link elim         129         132         129         132
  itera         515  link elim          67          69          24          27
  itera         516  link elim         153         155         153         155
  itera         517  link elim         155         156         155         156
  itera         518  link elim          69          70          27          28
  itera         519  link elim          68          69          26          27
  itera         520  link elim          69          71          27          29
  itera         521  link elim         155         157         155         157
  itera         522  link elim         154         155         154         155
  itera         523  link elim         130         132         130         132
  itera         524  link elim          44          46          34          41
  itera         525  link elim          45          46          35          41
  itera         526  link elim         131         132         131         132
  itera         527  link elim          46          47          41          42
  itera         528  link elim         132         133         132         133
  itera         529  link elim          43          46          33          41
  itera         530  link elim          42          46          32          41
  itera         531  link elim         129         132         129         132
  itera         532  link elim         128         132         128         132
  itera         533  link elim         100         103         100         103
  itera         534  link elim          14          17          71          78
  itera         535  link elim          14          15          71          74
  itera         536  link elim         100         101         100         101
  itera         537  link elim          14          16          71          77
  itera         538  link elim          13          14          67          71
  itera         539  link elim         100         102         100         102
  itera         540  link elim          99         100          99         100
  itera         541  link elim          75          76           8           9
  itera         542  link elim         161         162         161         162
  itera         543  link elim         124         125         124         125
  itera         544  link elim          38          39          21          22
  itera         545  link elim          68          69          26          28
  itera         546  link elim         154         155         154         155
  itera         547  link elim         153         155         153         155
  itera         548  link elim         155         156         155         156
  itera         549  link elim          69          70          28          29
  itera         550  link elim          67          69          24          28
  itera         551  link elim         101         102         101         102
  itera         552  link elim          15          16          77          78
  itera         553  link elim          99         102          99         102
  itera         554  link elim         100         102         100         102
  itera         555  link elim          14          16          74          78
  itera         556  link elim          13          16          67          78
  itera         557  link elim          67          69          24          29
  itera         558  link elim          68          69          26          29
  itera         559  link elim         154         155         154         155
  itera         560  link elim         153         155         153         155
  itera         561  link elim         129         132         129         132
  itera         562  link elim          43          46          33          42
  itera         563  link elim         129         130         129         130
  itera         564  link elim          43          44          33          34
  itera         565  link elim         128         129         128         129
  itera         566  link elim         129         131         129         131
  itera         567  link elim          42          43          32          33
  itera         568  link elim          43          45          33          35
  itera         569  link elim         128         130         128         130
  itera         570  link elim          42          44          32          35
  itera         571  link elim          44          45          35          42
  itera         572  link elim          43          44          34          35
  itera         573  link elim         129         130         129         130
  itera         574  link elim         130         131         130         131
  itera         575  link elim          88          90          88          90
  itera         576  link elim          88          89          88          89
  itera         577  link elim           2           3           2           4
  itera         578  link elim           2           4           2           5
  itera         579  link elim         129         130         129         130
  itera         580  link elim         128         129         128         129
  itera         581  link elim          43          44          34          42
  itera         582  link elim          42          43          32          34
  itera         583  link elim         128         129         128         129
  itera         584  link elim          42          43          32          42
  itera         585  link elim          99         101          99         101
  itera         586  link elim         100         101         100         101
  itera         587  link elim          14          15          74          77
  itera         588  link elim          13          15          67          77
  itera         589  link elim           3           4           4           5
  itera         590  link elim          89          90          89          90
  itera         591  link elim          99         100          99         100
  itera         592  link elim          13          14          67          74
  itera         593  link elim         153         154         153         154
  itera         594  link elim          67          68          24          26
  itera         595  link elim         153         154         153         154
